"id","orginalWord","lemma","strong","alignmentsForOriginalWord","alignmentFrequency%","alignmentFreq","alignmentFreq-min","alignmentFreq-max","alignmentFreq-mean","alignmentFreq-stddev","alignmentFreq-total","alignmentFreq-meanNormalized","alignmentFreq-stddevNormalized","origWordsCount-min","origWordsCount-max","origWordsCount-mean","origWordsCount-stddev","origWordsCount-total","origWordsCount-meanNormalized","origWordsCount-stddevNormalized","origWordsBetween-min","origWordsBetween-max","origWordsBetween-mean","origWordsBetween-stddev","origWordsBetween-total","origWordsBetween-meanNormalized","origWordsBetween-stddevNormalized","targetWordsCount-min","targetWordsCount-max","targetWordsCount-mean","targetWordsCount-stddev","targetWordsCount-total","targetWordsCount-meanNormalized","targetWordsCount-stddevNormalized","targetWordsBetween-min","targetWordsBetween-max","targetWordsBetween-mean","targetWordsBetween-stddev","targetWordsBetween-total","targetWordsBetween-meanNormalized","targetWordsBetween-stddevNormalized"
"κέρδους","κέρδους","κέρδος","G27710",1,"{'κέρδους = कमाई': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"καθαρίσῃ","καθαρίσῃ","καθαρίζω","G25110",1,"{'καθαρίσῃ = शुद्ध करके': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"καθαροῖς","καθαροῖς","καθαρός","G25130",1,"{'καθαροῖς = शुद्ध लोगों': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"καθαρόν","καθαρόν","καθαρός","G25130",1,"{'καθαρόν = शुद्ध': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"καθαρὰ","καθαρὰ","καθαρός","G25130",1,"{'καθαρὰ = शुद्ध हैं': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"καθὼς","καθὼς","καθώς","G25310",3,"{'καθὼς = जैसे': 66.66666666666666, 'καθὼς = वैसे ही': 33.33333333333333}","[2, 1]",1,2,1.5,0.5,3,0.5,0.16666666666666666,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0,0
"καιροῖς","καιροῖς","καιρός","G25400",1,"{'καιροῖς = ठीक समय पर': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"κακίᾳ","κακίᾳ","κακία","G25490",1,"{'κακίᾳ = बैर भाव': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"κακοποιῶν","κακοποιῶν","κακοποιέω","G25540",1,"{'κακοποιῶν = बुराई करता है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"κακὰ","κακὰ","κακός","G25560",1,"{'κακὰ = दुष्ट': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"κακὸν","κακὸν","κακός","G25560",1,"{'τὸ κακὸν = बुराई के': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"καλάμου","καλάμου","κάλαμος","G25630",1,"{'καλάμου = कलम': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"καλὰ","καλὰ","καλός","G25700",1,"{'καλὰ = भली': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"καλῶν","καλῶν","καλός","G25700",4,"{'καλῶν = अच्छे': 50.0, 'καλῶν = भले': 50.0}","[2, 2]",2,2,2.0,0.0,4,0.5,0.0,1,1,1.0,0.0,4,0.25,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,4,0.25,0.0,0,0,0.0,0.0,0,0,0
"καλῶς","καλῶς","καλῶς","G25730",1,"{'καλῶς = भली': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"καταστήσῃς","καταστήσῃς","καθίστημι","G25250",1,"{'καταστήσῃς = नियुक्त करे': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"κατηγορίᾳ","κατηγορίᾳ","κατηγορία","G27240",2,"{'κατηγορίᾳ = हो': 50.0, 'κατηγορίᾳ = दोष': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"κηρύγματι","κηρύγματι","κήρυγμα","G27820",1,"{'ἐν κηρύγματι = उस प्रचार के द्वारा': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4,4,4.0,0.0,4,1.0,0.0,0,0,0.0,0.0,0,0,0
"κληρονόμοι","κληρονόμοι","κληρονόμος","G28180",1,"{'κληρονόμοι = वारिस': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"κοινὴν","κοινὴν","κοινός","G28390",2,"{'κοινὴν = सहभागिता': 50.0, 'κοινὴν = हमारे': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"κοσμικὰς","κοσμικὰς","κοσμικός","G28860",1,"{'τὰς κοσμικὰς = सांसारिक': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"λάλει","λάλει","λαλέω","G29800",2,"{'λάλει = बोल': 50.0, 'λάλει = ऐसी बातें कहा कर': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,4,2.5,1.5,5,0.5,0.3,0,0,0.0,0.0,0,0,0
"λέγειν","λέγειν","λέγω","G30040",1,"{'λέγειν = बोलने का अवसर': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"λαλήσομεν","λαλήσομεν","λαλέω","G29800",2,"{'λαλήσομεν = बात करेंगे': 50.0, 'λαλήσομεν = हम': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"λαμβάνοντες","λαμβάνοντες","λαμβάνω","G29830",1,"{'λαμβάνοντες = लेते': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"λαὸν","λαὸν","λαός","G29920",2,"{'λαὸν = एक': 50.0, 'λαὸν = जाति बना ले': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,3,2.0,1.0,4,0.5,0.25,0,0,0.0,0.0,0,0,0
"λουτροῦ","λουτροῦ","λουτρόν","G30670",1,"{'λουτροῦ = स्नान': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"λυτρώσηται","λυτρώσηται","λυτρόω","G30840",1,"{'λυτρώσηται = छुड़ा ले': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"λόγοις","λόγοις","λόγος","G30560",1,"{'λόγοις = बातों से': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"λόγον","λόγον","λόγος","G30560",3,"{'λόγον = संदेश': 33.33333333333333, 'λόγον = और': 33.33333333333333, 'τὸν λόγον = वचन को': 33.33333333333333}","[1, 1, 1]",1,1,1.0,0.0,3,0.3333333333333333,0.0,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0.0,0.0,1,2,1.3333333333333333,0.4714045207910317,4,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0,0
"λόγος","λόγος","λόγος","G30560",2,"{'ὁ λόγος = वचन की': 50.0, 'ὁ λόγος = यह सन्देश': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0,0
"λόγου","λόγου","λόγος","G30560",1,"{'λόγου = सन्देश को': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μάταιοι","μάταιοι","μάταιος","G31520",2,"{'μάταιοι = व्यर्थ हैं': 50.0, 'μάταιοι = वे': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"μάχας","μάχας","μάχη","G31630",1,"{'μάχας = उन झगड़ों से': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"μίαν","μίαν","εἷς","G15200",1,"{'μίαν = एक': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"μακαρίαν","μακαρίαν","μακάριος","G31070",1,"{'τὴν μακαρίαν = उस धन्य': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μαρτυρία","μαρτυρία","μαρτυρία","G31410",2,"{'ἡ μαρτυρία = गवाही': 100.0}","[2]",2,2,2.0,0.0,2,1.0,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"μαρτυρούντων","μαρτυρούντων","μαρτυρέω","G31400",1,"{'μαρτυρούντων = गवाही दी': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μαρτυροῦμεν","μαρτυροῦμεν","μαρτυρέω","G31400",1,"{'μαρτυροῦμεν = गवाही देते हैं': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"ματαιολόγοι","ματαιολόγοι","ματαιολόγος","G31510",1,"{'ματαιολόγοι = निरंकुश बकवादी': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μεγάλου","μεγάλου","μέγας","G31730",1,"{'τοῦ μεγάλου = महान': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"μεμίανται","μεμίανται","μιαίνω","G33920",1,"{'μεμίανται = अशुद्ध है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μεμαρτύρηται","μεμαρτύρηται","μαρτυρέω","G31400",1,"{'μεμαρτύρηται = गवाही दी गई': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"μεμιαμμένοις","μεμιαμμένοις","μιαίνω","G33920",1,"{'μεμιαμμένοις = अशुद्ध': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"μιμοῦ","μιμοῦ","μιμέομαι","G34010",1,"{'μιμοῦ = अनुयायी हो': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μισοῦντες","μισοῦντες","μισέω","G34040",2,"{'μισοῦντες = और': 50.0, 'μισοῦντες = बैर रखते थे': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,3,2.0,1.0,4,0.5,0.25,0,0,0.0,0.0,0,0,0
"μιᾶς","μιᾶς","εἷς","G15200",1,"{'μιᾶς = एक ही': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"μωρὰς","μωρὰς","μωρός","G34740",1,"{'μωρὰς = मूर्खता के': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"νομικὰς","νομικὰς","νομικός","G35440",1,"{'νομικὰς = जो व्यवस्था के विषय में हों': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6,6,6.0,0.0,6,1.0,0.0,0,0,0.0,0.0,0,0,0
"νομικὸν","νομικὸν","νομικός","G35440",1,"{'τὸν νομικὸν = व्यवस्थापक': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"νουθεσίαν","νουθεσίαν","νουθεσία","G35590",1,"{'νουθεσίαν = चेतावनी देकर': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"νοῦς","νοῦς","νοῦς","G35630",1,"{'ὁ νοῦς = बुद्धि': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"οἰκονόμον","οἰκονόμον","οἰκονόμος","G36230",1,"{'οἰκονόμον = भण्डारी है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"οἴκους","οἴκους","οἶκος","G36240",1,"{'οἴκους = घरानों को': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"οἴνῳ","οἴνῳ","οἶνος","G36310",1,"{'οἴνῳ = दाखरस की': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"οἶδας","οἶδας","οἶδα","G14920",2,"{'οἶδας = है': 50.0, 'οἶδας = तू जानता': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"πάροινον","πάροινον","πάροινος","G39430",1,"{'πάροινον = पियक्कड़': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"πέμψω","πέμψω","πέμπω","G39920",2,"{'πέμψω = भेजूँ': 50.0, 'πέμψω = मैं': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"πίστει","πίστει","πίστις","G41020",4,"{'τῇ πίστει = और उनका विश्वास': 25.0, 'πίστει = विश्वास': 25.0, 'τῇ πίστει = विश्वास': 25.0, 'πίστει = और': 25.0}","[1, 1, 1, 1]",1,1,1.0,0.0,4,0.25,0.0,1,2,1.5,0.5,6,0.25,0.08333333333333333,0,0,0.0,0.0,0,0.0,0.0,1,3,1.5,0.8660254037844386,6,0.25,0.14433756729740646,0,0,0.0,0.0,0,0,0
"πίστιν","πίστιν","πίστις","G41020",4,"{'πίστιν = विश्वास की': 25.0, 'πίστιν = विश्वास के': 25.0, 'πίστιν = जो': 25.0, 'πίστιν = विश्वासयोग्यता का': 25.0}","[1, 1, 1, 1]",1,1,1.0,0.0,4,0.25,0.0,1,1,1.0,0.0,4,0.25,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.75,0.4330127018922193,7,0.25,0.06185895741317418,0,0,0.0,0.0,0,0,0
"παιδεύουσα","παιδεύουσα","παιδεύω","G38110",1,"{'παιδεύουσα = चिताता है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"παλινγενεσίας","παλινγενεσίας","παλινγενεσία","G38240",1,"{'παλινγενεσίας = नये जन्म के': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"παραιτοῦ","παραιτοῦ","παραιτέομαι","G38680",1,"{'παραιτοῦ = अलग रह': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"παρακάλει","παρακάλει","παρακαλέω","G38700",2,"{'παρακάλει = समझाया कर': 50.0, 'παρακάλει = समझा': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"παρακαλεῖν","παρακαλεῖν","παρακαλέω","G38700",1,"{'παρακαλεῖν = दूसरों को उत्साहित': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"πειθαρχεῖν","πειθαρχεῖν","πειθαρχέω","G39800",1,"{'πειθαρχεῖν = उनकी आज्ञा मानें': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"πεπιστευκότες","πεπιστευκότες","πιστεύω","G41000",1,"{'πεπιστευκότες = विश्वास किया है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"περιπατεῖς","περιπατεῖς","περιπατέω","G40430",1,"{'περιπατεῖς = चल रहा है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"περιπατοῦντα","περιπατοῦντα","περιπατέω","G40430",1,"{'περιπατοῦντα = चल रहे हैं': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"περιτομῆς","περιτομῆς","περιτομή","G40610",1,"{'τῆς περιτομῆς = खतनावालों में': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"πιστά","πιστά","πιστός","G41030",1,"{'πιστά = विश्वास्योग्य': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"πιστοῦ","πιστοῦ","πιστός","G41030",1,"{'πιστοῦ = विश्वसनीय': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"πιστὸν","πιστὸν","πιστός","G41030",1,"{'πιστὸν = विश्वासयोग्य': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"πιστὸς","πιστὸς","πιστός","G41030",1,"{'πιστὸς = विश्\u200dवसनीय है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"πλανώμενοι","πλανώμενοι","πλανάω","G41050",1,"{'πλανώμενοι = हम भ्रम में पड़े': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4,4,4.0,0.0,4,1.0,0.0,0,0,0.0,0.0,0,0,0
"ποιήσεις","ποιήσεις","ποιέω","G41600",2,"{'ποιήσεις = तू': 50.0, 'ποιήσεις = प्रकार से': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"ποιεῖ","ποιεῖ","ποιέω","G41600",1,"{'ποιεῖ = वह कर रहा है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4,4,4.0,0.0,4,1.0,0.0,0,0,0.0,0.0,0,0,0
"ποιεῖς","ποιεῖς","ποιέω","G41600",2,"{'ποιεῖς = तू': 50.0, 'ποιεῖς = कार्य कर रहा है': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,4,2.5,1.5,5,0.5,0.3,0,0,0.0,0.0,0,0,0
